id,item_group_id,cost_of_goods_sold
16317,2,0.000 DKK
16312,2,0.000 DKK
16315,2,0.000 DKK
16353,2,0.000 DKK
16354,2,0.000 DKK
16355,2,0.000 DKK
16359,2,0.000 DKK
16363,2,0.000 DKK
16335,2,0.000 DKK
16298,2,0.000 DKK
16364,2,0.000 DKK
16366,2,0.000 DKK
16367,2,0.000 DKK
16368,2,0.000 DKK
16369,2,0.000 DKK
16358,2,0.000 DKK
16360,2,0.000 DKK
16372,2,0.000 DKK
16373,2,0.000 DKK
16376,2,0.000 DKK
16374,2,0.000 DKK
16387,2,0.000 DKK
16386,2,0.000 DKK
16391,2,0.000 DKK
16399,2,0.000 DKK
16441,2,0.000 DKK
TILBUD,1,0.000 DKK
16394,2,0.000 DKK
16400,2,1343.750 DKK
16402,2,0.000 DKK
EB685W,2,0.000 DKK
16408,2,0.000 DKK
16410,2,0.000 DKK
16413,2,0.000 DKK
16422,2,0.000 DKK
16417,2,0.000 DKK
16418,2,0.000 DKK
16419,2,0.000 DKK
16420,2,0.000 DKK
16421,2,0.000 DKK
16423,2,0.000 DKK
16436,2,0.000 DKK
16442,2,0.000 DKK
16454,2,0.000 DKK
16457,2,0.000 DKK
16459,2,0.000 DKK
16467,2,0.000 DKK
16470,2,0.000 DKK
16475,2,0.000 DKK
16476,2,0.000 DKK
16491,2,0.000 DKK
16478,2,0.000 DKK
16480,2,0.000 DKK
16481,2,0.000 DKK
16485,2,0.000 DKK
16486,2,0.000 DKK
16488,2,0.000 DKK
16489,2,0.000 DKK
16490,2,0.000 DKK
16496,2,0.000 DKK
16495,2,0.000 DKK
16482,2,0.000 DKK
16492,2,0.000 DKK
16502,2,0.000 DKK
16505,2,0.000 DKK
23841,2,0.000 DKK
16501,2,0.000 DKK
16507,2,0.000 DKK
16503,2,0.000 DKK
16513,2,0.000 DKK
16514,2,0.000 DKK
16517,2,0.000 DKK
16519,2,0.000 DKK
16504,2,0.000 DKK
16520,2,0.000 DKK
16522,2,0.000 DKK
16523,2,0.000 DKK
16533,2,0.000 DKK
16538,2,0.000 DKK
16542,2,0.000 DKK
iP12Mini256BK,2,0.000 DKK
16540,2,0.000 DKK
16555,2,0.000 DKK
16545,2,0.000 DKK
16547,2,0.000 DKK
16544,2,0.000 DKK
PN Faeroe eco-20 kg,11,455.000 DKK
PN Gron eco-5,11,254.000 DKK
PN Gron eco-15,11,891.000 DKK
PN Europa2 op til 20 kg,11,828.000 DKK
PN Gron eco-20,11,1241.000 DKK
PN Faeroe eco-10 kg,11,303.000 DKK
PN Europa1- op til 10 kg,11,0.000 DKK
16524,2,0.000 DKK
16541,2,0.000 DKK
PN Europa1 op til 1 kg,11,0.000 DKK
16528,2,0.000 DKK
PN Europa2 op til 15 kg,11,589.510 DKK
PN Europa2 op til 5 kg,11,291.060 DKK
PN Europa1- op til 15 kg,11,0.000 DKK
Faeroe eco-1 kg,11,197.000 DKK
PN Gron eco-10,11,541.000 DKK
PN Faeroe eco-15 kg,11,379.000 DKK
PN Gron eco-1,11,199.000 DKK
PN Europa2 op til 10 kg,11,455.530 DKK
PN Ovrig udland 20 KG,11,1790.000 DKK
PN Vaerdifors DK - 1 kg,16,181.000 DKK
PN Ovrig udland 10 KG,11,908.000 DKK
PN Vaerdifors DK - 10 kg,16,211.000 DKK
PN Vaerdifors DK - 500g,16,111.000 DKK
PN Faeroe 5 kg,11,332.000 DKK
PN Faeroe 10 kg,11,524.000 DKK
PN Faeroe 15 kg,11,764.000 DKK
PN Faeroe 20 kg,11,907.000 DKK
PN Gron  1,11,268.000 DKK
PN Gron  5,11,510.000 DKK
PN Gron 10,11,913.000 DKK
PN Gron 15,11,1372.000 DKK
PN Gron 20,11,1861.000 DKK
PN Vaerdifors DK - 15 kg,16,251.000 DKK
PN Vaerdifors DK - 20 kg,16,281.000 DKK
Vaerdiforsendelse Udland,16,0.000 DKK
16559,2,6.250 DKK
16558,2,0.000 DKK
16567,2,0.000 DKK
16569,2,0.000 DKK
16574,2,0.000 DKK
16575,2,0.000 DKK
16576,2,0.000 DKK
16578,2,0.000 DKK
16584,2,0.000 DKK
25468,2,0.000 DKK
16590,2,0.000 DKK
16592,2,0.000 DKK
16594,2,0.000 DKK
16580,2,0.000 DKK
16583,2,0.000 DKK
16581,2,0.000 DKK
PN Quickbrev 100g,12,34.400 DKK
PN Udland Vaerditillaeg pr. ekstra 10.000KR,16,90.000 DKK
PN DK Pakkelabel Home 35kg,12,155.500 DKK
PN DK Pakkelabel Collect 20kg,11,95.500 DKK
PN DK Pakkelabel Collect 10kg,16,75.500 DKK
PN Volumentillaeg,11,95.000 DKK
PN Rekommanderet Quickbrev DK 2kg,12,130.500 DKK
PN DK Pakkelabel Collect 2kg,16,45.500 DKK
PN DK Pakkelabel Home 10kg,11,90.500 DKK
PN DK Pakkelabel Home 20kg,16,110.500 DKK
PN DK Vaerditillaeg pr. ekstra 10.000KR,11,20.000 DKK
PN Brev til udlandet 2kg,11,149.400 DKK
PN Brev til udlandet 250g,11,99.400 DKK
PN DK Pakkelabel Home 5kg,16,70.500 DKK
PN DK Pakkelabel Home 2kg,16,60.500 DKK
PN Brev til udlandet 100g,11,49.400 DKK
PN Quickbrev 250g,12,69.400 DKK
PN Brev 2kg portokode,16,59.400 DKK
PN Quickbrev 2kg,12,104.400 DKK
PN Brev 100g portokode,16,23.400 DKK
16604,2,0.000 DKK
16610,2,0.000 DKK
PN Brev 50g portokode,16,11.400 DKK
24429,2,0.000 DKK
PN Brev 250g portokode,16,47.400 DKK
16612,2,0.000 DKK
16619,2,0.000 DKK
16613,2,0.000 DKK
16617,2,0.000 DKK
16618,2,0.000 DKK
16623,2,0.000 DKK
16630,2,0.000 DKK
16632,2,0.000 DKK
16621,2,0.000 DKK
16633,2,0.000 DKK
16638,2,0.000 DKK
16654,2,0.000 DKK
16622,2,0.000 DKK
16653,2,0.000 DKK
16609,2,0.000 DKK
16671,2,0.000 DKK
16670,2,0.000 DKK
16674,2,0.000 DKK
18524,2,0.000 DKK
16676,2,0.000 DKK
16685,2,0.000 DKK
16686,2,0.000 DKK
16687,2,0.000 DKK
16688,2,0.000 DKK
16678,2,0.000 DKK
16690,2,0.000 DKK
16696,2,0.000 DKK
16702,2,0.000 DKK
16703,2,0.000 DKK
16708,2,0.000 DKK
16712,2,0.000 DKK
18907,2,0.000 DKK
16733,2,0.000 DKK
16737,2,0.000 DKK
16738,2,0.000 DKK
16740,2,0.000 DKK
16741,2,0.000 DKK
16745,2,0.000 DKK
16743,2,0.000 DKK
16751,2,0.000 DKK
21128,2,0.000 DKK
16756,2,0.000 DKK
16758,2,0.000 DKK
16754,2,0.000 DKK
16752,2,0.000 DKK
16805,2,0.000 DKK
16720,2,0.000 DKK
16726,2,0.000 DKK
16744,2,0.000 DKK
16721,2,0.000 DKK
16759,2,0.000 DKK
16766,2,0.000 DKK
kopi_af_gavepapir7,2,0.000 DKK
16769,2,0.000 DKK
16768,2,0.000 DKK
16771,2,0.000 DKK
16776,2,0.000 DKK
16773,2,0.000 DKK
16770,2,0.000 DKK
16782,2,0.000 DKK
16783,2,0.000 DKK
16789,2,0.000 DKK
16791,2,0.000 DKK
16792,2,0.000 DKK
17104,2,0.000 DKK
16784,2,0.000 DKK
16803,2,0.000 DKK
16785,2,0.000 DKK
22161,2,0.000 DKK
16763,2,0.000 DKK
16823,2,0.000 DKK
16827,2,0.000 DKK
16824,2,0.000 DKK
16833,2,0.000 DKK
16840,2,12.500 DKK
16847,2,0.000 DKK
16845,2,0.000 DKK
28196,2,0.000 DKK
16848,2,0.000 DKK
Udp_pakkelabel,1,0.000 DKK
16885,2,0.000 DKK
16889,2,0.000 DKK
16891,2,0.000 DKK
16892,2,0.000 DKK
16898,2,0.000 DKK
16899,2,0.000 DKK
16911,2,0.000 DKK
Gavepapir-jul1,1,0.000 DKK
AcerC314,2,0.000 DKK
16846,2,0.000 DKK
L15PlaAv,2,0.000 DKK
16915,2,0.000 DKK
16916,2,0.000 DKK
18700,2,0.000 DKK
16921,2,0.000 DKK
16922,2,0.000 DKK
16923,2,0.000 DKK
16925,2,0.000 DKK
16960,2,0.000 DKK
16959,2,0.000 DKK
16964,2,0.000 DKK
16961,2,0.000 DKK
16963,2,0.000 DKK
16974,2,0.000 DKK
16962,2,0.000 DKK
28200,2,0.000 DKK
16981,2,0.000 DKK
24638,2,0.000 DKK
16985,2,0.000 DKK
16982,2,0.000 DKK
16999,2,0.000 DKK
17001,2,0.000 DKK
17004,2,0.000 DKK
17005,2,69.000 DKK
17009,2,0.000 DKK
17010,2,0.000 DKK
18107,2,0.000 DKK
18104,2,0.000 DKK
17003,2,0.000 DKK
17029,2,0.000 DKK
17023,2,0.000 DKK
17027,2,0.000 DKK
17035,2,0.000 DKK
20173,2,0.000 DKK
17025,2,0.000 DKK
17028,2,0.000 DKK
17045,2,0.000 DKK
17048,2,0.000 DKK
17049,2,0.000 DKK
11704b,3,0.000 DKK
17078,2,0.000 DKK
17090,2,161.250 DKK
194252098974,2,0.000 DKK
190199809710,2,0.000 DKK
17088,2,0.000 DKK
17067,2,0.000 DKK
17107,2,0.000 DKK
17113,2,0.000 DKK
17116,2,0.000 DKK
17125,2,0.000 DKK
17130,2,0.000 DKK
17127,2,0.000 DKK
17186,2,0.000 DKK
17106,2,0.000 DKK
17138,2,0.000 DKK
21525,2,0.000 DKK
17149,2,0.000 DKK
17146,2,0.000 DKK
17148,2,0.000 DKK
17171,2,0.000 DKK
17166,2,0.000 DKK
17169,2,0.000 DKK
17177,2,0.000 DKK
17170,2,0.000 DKK
17178,2,0.000 DKK
21526,2,0.000 DKK
17189,2,0.000 DKK
17147,2,0.000 DKK
17180,2,0.000 DKK
17145,2,0.000 DKK
17179,2,0.000 DKK
17187,2,0.000 DKK
17185,2,0.000 DKK
17212,2,0.000 DKK
17208,2,0.000 DKK
17238,2,0.000 DKK
17241,2,0.000 DKK
17242,2,0.000 DKK
17243,2,0.000 DKK
17244,2,0.000 DKK
17234,2,0.000 DKK
17236,2,0.000 DKK
17227,2,0.000 DKK
17233,2,0.000 DKK
TPP15G1Ab,2,0.000 DKK
17247,2,0.000 DKK
17237,2,0.000 DKK
17207,2,0.000 DKK
17249,2,0.000 DKK
17250,2,0.000 DKK
17254,2,0.000 DKK
17255,2,0.000 DKK
17256,2,0.000 DKK
17257,2,0.000 DKK
17258,2,0.000 DKK
17259,2,0.000 DKK
17248,2,0.000 DKK
17252,2,0.000 DKK
17246,2,0.000 DKK
17272,2,0.000 DKK
17273,2,0.000 DKK
17265,2,0.000 DKK
17269,2,0.000 DKK
17270,2,0.000 DKK
17271,2,0.000 DKK
17276,2,0.000 DKK
17278,2,0.000 DKK
17279,2,0.000 DKK
17263,2,0.000 DKK
17274,2,0.000 DKK
Gebyr_Print,1,0.000 DKK
17291,2,0.000 DKK
17289,2,0.000 DKK
17292,2,0.000 DKK
17286,2,0.000 DKK
17288,2,0.000 DKK
17285,2,0.000 DKK
17317,2,0.000 DKK
17318,2,0.000 DKK
17301,2,0.000 DKK
17310,2,0.000 DKK
17311,2,0.000 DKK
17312,2,50.000 DKK
17314,2,0.000 DKK
17304,2,0.000 DKK
17284,2,0.000 DKK
17704,2,0.000 DKK
24811,2,0.000 DKK
17306,2,0.000 DKK
17334,2,0.000 DKK
17338,2,0.000 DKK
17335,2,0.000 DKK
17337,2,811.250 DKK
27683,2,0.000 DKK
17340,2,0.000 DKK
17332,2,0.000 DKK
28204,2,0.000 DKK
17344,2,0.000 DKK
17345,2,0.000 DKK
17348,2,0.000 DKK
17352,2,0.000 DKK
17353,2,0.000 DKK
16070,2,0.000 DKK
17336,2,0.000 DKK
17305,2,0.000 DKK
17331,2,0.000 DKK
17333,2,0.000 DKK
17380,2,0.000 DKK
17365,2,0.000 DKK
17362,2,0.000 DKK
17371,2,0.000 DKK
17374,2,0.000 DKK
17375,2,0.000 DKK
17364,2,0.000 DKK
17379,2,0.000 DKK
17388,2,1948.750 DKK
T15G2i5Ab,2,0.000 DKK
SM2F0ANL8,2,0.000 DKK
17383,2,0.000 DKK
17384,2,0.000 DKK
17416,2,0.000 DKK
17400,2,0.000 DKK
17417,2,0.000 DKK
28202,2,0.000 DKK
21527,2,0.000 DKK
17399,2,0.000 DKK
17423,2,0.000 DKK
17424,2,0.000 DKK
17433,2,0.000 DKK
17434,2,0.000 DKK
17421,2,0.000 DKK
17419,2,0.000 DKK
17447,2,0.000 DKK
23854,2,0.000 DKK
17509,2,0.000 DKK
22530,2,57.500 DKK
24517,2,0.000 DKK
17463,2,0.000 DKK
17485,2,0.000 DKK
17484,2,0.000 DKK
17508,2,0.000 DKK
5v1a,2,0.000 DKK
17420,2,0.000 DKK
17422,2,0.000 DKK
17510,2,0.000 DKK
17512,2,0.000 DKK
17515,2,0.000 DKK
17507,2,0.000 DKK
17519,2,0.000 DKK
17522,2,4623.750 DKK
17528,2,0.000 DKK
17541,2,0.000 DKK
17550,2,0.000 DKK
21603,2,0.000 DKK
17547,2,0.000 DKK
21601,2,0.000 DKK
21602,2,0.000 DKK
17559,2,0.000 DKK
15259,2,0.000 DKK
17548,2,0.000 DKK
17565,2,0.000 DKK
17566,2,0.000 DKK
17549,2,0.000 DKK
17567,2,0.000 DKK
17569,2,0.000 DKK
17575,2,0.000 DKK
17576,2,0.000 DKK
17577,2,0.000 DKK
22441,2,0.000 DKK
17579,2,0.000 DKK
17580,2,0.000 DKK
17581,2,0.000 DKK
17582,2,0.000 DKK
17583,2,0.000 DKK
17585,2,0.000 DKK
17586,2,0.000 DKK
17592,2,0.000 DKK
17595,2,0.000 DKK
17591,2,0.000 DKK
17594,2,0.000 DKK
17613,2,0.000 DKK
17617,2,0.000 DKK
17627,2,0.000 DKK
17626,2,0.000 DKK
17623,2,0.000 DKK
28201,2,0.000 DKK
17616,2,0.000 DKK
17632,2,0.000 DKK
17639,2,0.000 DKK
17641,2,0.000 DKK
17624,2,0.000 DKK
17631,2,0.000 DKK
17643,2,0.000 DKK
17972,2,0.000 DKK
17640,2,0.000 DKK
17633,2,0.000 DKK
17666,2,0.000 DKK
17663,2,0.000 DKK
17660,2,0.000 DKK
Yoga520,2,0.000 DKK
17659,2,0.000 DKK
17651,2,0.000 DKK
17661,2,0.000 DKK
17673,2,0.000 DKK
17674,2,0.000 DKK
17686,2,0.000 DKK
17668,2,0.000 DKK
17670,2,0.000 DKK
17711,2,0.000 DKK
17662,2,0.000 DKK
17669,2,0.000 DKK
17709,2,0.000 DKK
17705,2,0.000 DKK
17712,2,0.000 DKK
17707,2,0.000 DKK
17701,2,0.000 DKK
17708,2,0.000 DKK
17721,2,0.000 DKK
17722,2,0.000 DKK
17716,2,0.000 DKK
17714,2,0.000 DKK
17735,2,0.000 DKK
17715,2,0.000 DKK
17734,2,0.000 DKK
17747,2,0.000 DKK
17756,2,0.000 DKK
17737,2,0.000 DKK
17718,2,0.000 DKK
17720,2,0.000 DKK
17710,2,0.000 DKK
17763,2,0.000 DKK
17768,2,0.000 DKK
17769,2,0.000 DKK
17770,2,0.000 DKK
20759,2,0.000 DKK
17807,2,0.000 DKK
17798,2,0.000 DKK
17808,2,0.000 DKK
17809,2,0.000 DKK
17915,2,0.000 DKK
17811,2,0.000 DKK
17810,2,0.000 DKK
gavepapir,2,0.000 DKK
17806,2,0.000 DKK
17795,2,0.000 DKK
28203,2,0.000 DKK
17796,2,0.000 DKK
17817,2,0.000 DKK
17820,2,0.000 DKK
17819,2,0.000 DKK
17822,2,0.000 DKK
Julegave,2,0.000 DKK
17845,2,0.000 DKK
17853,2,0.000 DKK
17835,2,0.000 DKK
17848,2,0.000 DKK
17850,2,0.000 DKK
17851,2,0.000 DKK
17852,2,0.000 DKK
17854,2,0.000 DKK
17855,2,0.000 DKK
17857,2,0.000 DKK
17858,2,0.000 DKK
17836,2,0.000 DKK
17849,2,0.000 DKK
17859,2,0.000 DKK
17866,2,0.000 DKK
17861,2,0.000 DKK
17860,2,0.000 DKK
17874,2,0.000 DKK
17885,2,0.000 DKK
17880,2,0.000 DKK
19123,2,0.000 DKK
17884,2,0.000 DKK
9944,2,0.000 DKK
17875,2,0.000 DKK
17894,2,0.000 DKK
17911,2,0.000 DKK
17898,2,0.000 DKK
17913,2,0.000 DKK
16853,2,0.000 DKK
17910,2,0.000 DKK
17903,2,0.000 DKK
17904,2,0.000 DKK
17908,2,0.000 DKK
17912,2,0.000 DKK
17914,2,0.000 DKK
17917,2,0.000 DKK
17918,2,0.000 DKK
17919,2,0.000 DKK
17923,2,0.000 DKK
17932,2,0.000 DKK
17933,2,0.000 DKK
17931,2,0.000 DKK
16445,3,0.000 DKK
17938,2,0.000 DKK
17937,2,0.000 DKK
17948,2,0.000 DKK
17941,2,0.000 DKK
17940,2,0.000 DKK
18523,2,0.000 DKK
17929,2,0.000 DKK
14846,2,0.000 DKK
17920,2,0.000 DKK
23658,2,0.000 DKK
17973,2,0.000 DKK
17962,2,0.000 DKK
17966,2,0.000 DKK
17965,2,0.000 DKK
17967,2,0.000 DKK
17968,2,0.000 DKK
17969,2,0.000 DKK
17970,2,0.000 DKK
17977,2,0.000 DKK
17971,2,0.000 DKK
17979,2,0.000 DKK
17985,2,0.000 DKK
18013,2,0.000 DKK
17981,2,0.000 DKK
17980,2,0.000 DKK
17978,2,0.000 DKK
18000,2,0.000 DKK
18006,2,0.000 DKK
18002,2,0.000 DKK
julekort,1,0.000 DKK
18001,2,0.000 DKK
18018,2,0.000 DKK
18020,2,0.000 DKK
18041,2,0.000 DKK
18073,2,0.000 DKK
23165,2,0.000 DKK
CRMF3KS,2,0.000 DKK
18079,2,0.000 DKK
18072,2,0.000 DKK
18082,2,0.000 DKK
18084,2,0.000 DKK
18090,2,0.000 DKK
18091,2,0.000 DKK
18081,2,0.000 DKK
18104,2,0.000 DKK
18077,2,0.000 DKK
18075,2,0.000 DKK
18076,2,0.000 DKK
18102,2,0.000 DKK
18103,2,0.000 DKK
18105,2,0.000 DKK
18112,2,0.000 DKK
694,3,0.000 DKK
18110,2,0.000 DKK
18109,2,0.000 DKK
POLYStudioP,2,0.000 DKK
18116,2,0.000 DKK
18127,2,0.000 DKK
18123,2,0.000 DKK
18128,2,0.000 DKK
18132,2,0.000 DKK
18126,2,0.000 DKK
18124,2,0.000 DKK
18122,2,0.000 DKK
18106,2,0.000 DKK
18118,2,0.000 DKK
18101,2,0.000 DKK
Greentel_optakning,1,0.000 DKK
LG65Nor,2,0.000 DKK
18141,2,0.000 DKK
18140,2,0.000 DKK
18139,2,0.000 DKK
18147,2,0.000 DKK
18148,2,0.000 DKK
18158,2,0.000 DKK
18159,2,0.000 DKK
18154,2,0.000 DKK
18155,2,0.000 DKK
17560,2,0.000 DKK
18172,2,0.000 DKK
18160,2,0.000 DKK
18174,2,0.000 DKK
18175,2,0.000 DKK
18176,2,0.000 DKK
9850,2,0.000 DKK
18135,2,0.000 DKK
22914,2,0.000 DKK
18177,2,76.500 DKK
18178,2,0.000 DKK
18179,2,0.000 DKK
18185,2,0.000 DKK
18196,2,0.000 DKK
18197,2,0.000 DKK
18217,2,0.000 DKK
18233,2,0.000 DKK
18230,2,0.000 DKK
18236,2,0.000 DKK
18225,2,0.000 DKK
18226,2,0.000 DKK
18232,2,0.000 DKK
18235,2,0.000 DKK
PN Brev udland Told 2kg,11,141.000 DKK
18231,2,0.000 DKK
18241,2,0.000 DKK
PN Brev udland label 250g,11,95.500 DKK
18240,2,0.000 DKK
18242,2,0.000 DKK
18243,2,0.000 DKK
18244,2,0.000 DKK
18245,2,0.000 DKK
PN Brev udland Told 100g,11,41.000 DKK
18248,2,0.000 DKK
18249,2,0.000 DKK
18246,2,0.000 DKK
18257,2,0.000 DKK
18262,2,0.000 DKK
18252,2,0.000 DKK
18270,2,0.000 DKK
18273,2,0.000 DKK
18288,2,0.000 DKK
18277,2,0.000 DKK
28206,2,0.000 DKK
18261,2,0.000 DKK
PN Brev udland Told 250g,11,91.000 DKK
18263,2,0.000 DKK
18256,2,0.000 DKK
18276,2,0.000 DKK
18280,2,0.000 DKK
18279,2,0.000 DKK
18299,2,0.000 DKK
18301,2,0.000 DKK
18302,2,0.000 DKK
18305,2,0.000 DKK
21779,2,0.000 DKK
18295,2,0.000 DKK
18300,2,0.000 DKK
18304,2,0.000 DKK
18368,2,0.000 DKK
692,3,0.000 DKK
18387,2,0.000 DKK
18383,2,0.000 DKK
18385,2,0.000 DKK
18405,2,0.000 DKK
18303,2,0.000 DKK
18382,2,0.000 DKK
20656,2,0.000 DKK
18406,2,0.000 DKK
18415,2,0.000 DKK
18416,2,0.000 DKK
18400,2,0.000 DKK
18403,2,0.000 DKK
18401,2,0.000 DKK
18417,2,0.000 DKK
18421,2,0.000 DKK
18422,2,0.000 DKK
18435,2, DKK
18437,2,0.000 DKK
18438,2,0.000 DKK
18440,2,0.000 DKK
19357,2,0.000 DKK
18466,2,0.000 DKK
18462,2,1236.250 DKK
18443,2,0.000 DKK
18419,2,0.000 DKK
18445,2,0.000 DKK
18444,2,0.000 DKK
18464,2,0.000 DKK
18467,2,0.000 DKK
18468,2,0.000 DKK
18463,2,0.000 DKK
18461,2,0.000 DKK
18480,2,0.000 DKK
18484,2,0.000 DKK
18498,2,0.000 DKK
18508,2,0.000 DKK
18505,2,0.000 DKK
1027,2,0.000 DKK
18506,2,0.000 DKK
18502,2,0.000 DKK
18504,2,0.000 DKK
18503,2,0.000 DKK
2029,2,0.000 DKK
28205,2,0.000 DKK
18465,2,0.000 DKK
18481,2,0.000 DKK
18549,2,0.000 DKK
14838,2,0.000 DKK
18551,2,0.000 DKK
18567,2,0.000 DKK
18568,2,1623.750 DKK
18569,2,0.000 DKK
18571,2,0.000 DKK
18576,2,0.000 DKK
18577,2,0.000 DKK
18570,2,0.000 DKK
18580,2,0.000 DKK
18586,2,0.000 DKK
18590,2,0.000 DKK
18600,2,0.000 DKK
18605,2,0.000 DKK
18543,2,0.000 DKK
18547,2,0.000 DKK
18624,2,0.000 DKK
18622,2,0.000 DKK
18609,2,0.000 DKK
18607,2,0.000 DKK
18662,2,0.000 DKK
18628,2,0.000 DKK
18625,2,0.000 DKK
18630,2, DKK
18631,2,0.000 DKK
18627,2,0.000 DKK
18646,2,0.000 DKK
18661,2,0.000 DKK
18664,2,0.000 DKK
18669,2,0.000 DKK
18667,2,0.000 DKK
18632,2,0.000 DKK
18663,2,0.000 DKK
28208,2,0.000 DKK
18660,2,0.000 DKK
18668,2,0.000 DKK
18671,2,0.000 DKK
18666,2,0.000 DKK
1200,2,0.000 DKK
1201,2,0.000 DKK
18697,2,0.000 DKK
18710,2,0.000 DKK
18694,2,0.000 DKK
18699,2,0.000 DKK
18695,2,0.000 DKK
18701,2,0.000 DKK
18704,2,0.000 DKK
18718,2,0.000 DKK
18713,2,0.000 DKK
18717,2,0.000 DKK
18711,2,0.000 DKK
18708,2,0.000 DKK
18696,2,0.000 DKK
18677,2,0.000 DKK
18725,2,0.000 DKK
18757,2, DKK
18762,2,0.000 DKK
18765,2,0.000 DKK
18799,2,1800.000 DKK
18801,2, DKK
18804,2,0.000 DKK
18831,2,0.000 DKK
18833,2,0.000 DKK
18832,2,0.000 DKK
23092,2,0.000 DKK
18863,2,0.000 DKK
18895,2,0.000 DKK
18896,2,0.000 DKK
18897,2,0.000 DKK
18898,2,0.000 DKK
18901,2,3498.750 DKK
18903,2,4656.250 DKK
18915,2,0.000 DKK
18914,2,0.000 DKK
18899,2,0.000 DKK
18918,2,6375.000 DKK
18919,2,0.000 DKK
18902,2,0.000 DKK
18916,2,0.000 DKK
18935,2,0.000 DKK
18924,2,0.000 DKK
18930,2,0.000 DKK
18934,2,0.000 DKK
18922,2,0.000 DKK
18923,2,0.000 DKK
26455,2,0.000 DKK
18931,2,0.000 DKK
18950,2,0.000 DKK
18933,2,0.000 DKK
18920,2,0.000 DKK
18913,2,0.000 DKK
18965,2,4762.500 DKK
18960,2,0.000 DKK
18962,2,0.000 DKK
18990,2,0.000 DKK
19008,2,0.000 DKK
1500,2,0.000 DKK
19005,2,0.000 DKK
19006,2,0.000 DKK
19002,2,0.000 DKK
18984,2,0.000 DKK
18980,2,0.000 DKK
18979,2,0.000 DKK
18977,2,0.000 DKK
18982,2,0.000 DKK
19004,2,0.000 DKK
18985,2,0.000 DKK
18961,2,0.000 DKK
28207,2,0.000 DKK
19019,2,0.000 DKK
20487,2,0.000 DKK
19066,2,0.000 DKK
19025,2,0.000 DKK
19007,2,0.000 DKK
19022,2,0.000 DKK
19081,2,0.000 DKK
19055,2,0.000 DKK
19044,2,0.000 DKK
19061,2,0.000 DKK
19062,2,0.000 DKK
19063,2,0.000 DKK
19070,2,0.000 DKK
19068,2,0.000 DKK
19043,2,0.000 DKK
19026,2,0.000 DKK
19042,2,0.000 DKK
1502,2,0.000 DKK
19023,2,0.000 DKK
19101,2,0.000 DKK
19100,2,0.000 DKK
19099,2,0.000 DKK
19102,2,0.000 DKK
19097,2,0.000 DKK
19106,2,0.000 DKK
19107,2,0.000 DKK
19105,2,0.000 DKK
19137,2,0.000 DKK
19083,2,0.000 DKK
19140,2,0.000 DKK
19138,2,0.000 DKK
28211,2,0.000 DKK
19109,2,0.000 DKK
19108,2,0.000 DKK
19095,2,0.000 DKK
19129,2,0.000 DKK
19096,2,0.000 DKK
19127,2,0.000 DKK
19110,2,0.000 DKK
19098,2,0.000 DKK
19151,2,0.000 DKK
26118,2,0.000 DKK
19163,2,0.000 DKK
19164,2,5288.000 DKK
19148,2,0.000 DKK
19174,2,0.000 DKK
19172,2,0.000 DKK
1503,2,0.000 DKK
19175,2,0.000 DKK
19173,2,0.000 DKK
19204,2,0.000 DKK
19201,2,0.000 DKK
19187,2,0.000 DKK
19202,2,0.000 DKK
19206,2,0.000 DKK
19214,2,0.000 DKK
19212,2,0.000 DKK
19312,2,0.000 DKK
19205,2,0.000 DKK
19167,2,0.000 DKK
22688,2,0.000 DKK
19211,2,0.000 DKK
19215,2,0.000 DKK
19208,2,0.000 DKK
19209,2,0.000 DKK
19227,2,0.000 DKK
19228,2,0.000 DKK
1050,2,0.000 DKK
19247,2,0.000 DKK
24650,2,0.000 DKK
19271,2,0.000 DKK
19272,2,0.000 DKK
19294,2,0.000 DKK
19291,2,0.000 DKK
19293,2,0.000 DKK
19210,2,0.000 DKK
25501,2,0.000 DKK
19230,2,0.000 DKK
19292,2,0.000 DKK
19221,2,0.000 DKK
19349,2,0.000 DKK
19336,2,0.000 DKK
19350,2,0.000 DKK
19351,2,0.000 DKK
19335,2,0.000 DKK
19348,2,0.000 DKK
19353,2,0.000 DKK
19352,2,0.000 DKK
19354,2,0.000 DKK
19358,2,9998.750 DKK
19356,2,0.000 DKK
19367,2,0.000 DKK
19368,2,0.000 DKK
19362,2,0.000 DKK
19379,2,0.000 DKK
28210,2,0.000 DKK
19361,2,0.000 DKK
19338,2,0.000 DKK
19366,2,0.000 DKK
19419,2,0.000 DKK
19392,2,0.000 DKK
19393,2,0.000 DKK
19399,2,0.000 DKK
19396,2,0.000 DKK
19417,2,0.000 DKK
19418,2,0.000 DKK
19414,2,0.000 DKK
1155,2,0.000 DKK
19425,2,0.000 DKK
1157,2,0.000 DKK
1056,2,0.000 DKK
1058,2,0.000 DKK
19423,2,0.000 DKK
66,3,0.000 DKK
19422,2,0.000 DKK
1060,2,0.000 DKK
1187,2,0.000 DKK
19441,2,0.000 DKK
19377,2,0.000 DKK
19439,2,0.000 DKK
19443,2,0.000 DKK
19440,2,0.000 DKK
19438,2,0.000 DKK
19453,2,0.000 DKK
19454,2,0.000 DKK
19455,2,0.000 DKK
758,2,0.000 DKK
19459,2,0.000 DKK
19476,2,0.000 DKK
19477,2,0.000 DKK
19475,2,0.000 DKK
19485,2,0.000 DKK
